playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
abbotku01,1998,2,COL,NL,42,71,9,18,6,0,3,15,0,0,2,19,0,1,0,2,2
abbotku01,1999,1,COL,NL,96,286,41,78,17,2,8,41,3,2,16,69,0,0,2,1,4
abbotku01,2000,1,NYN,NL,79,157,22,34,7,1,6,12,1,1,14,51,2,1,0,1,2
abbotku01,2001,1,ATL,NL,6,9,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0
abbotky01,1991,1,CAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotky01,1992,1,PHI,NL,31,29,1,2,1,0,0,2,0,0,1,18,0,0,6,0,0
abbotky01,1995,1,PHI,NL,18,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
abbotky01,1996,1,CAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotod01,1910,1,SLN,NL,22,70,2,13,2,1,0,6,3,0,6,20,,0,6,,
abbotpa01,1990,1,MIN,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,1991,1,MIN,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,1992,1,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,1993,1,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,1998,1,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,1999,1,SEA,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,2000,1,SEA,AL,35,5,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0
abbotpa01,2001,1,SEA,AL,28,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
abbotpa01,2002,1,SEA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,2003,1,KCA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,2004,1,TBA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotpa01,2004,2,PHI,NL,10,11,1,2,0,0,0,2,0,0,0,4,0,0,3,0,0
aberal01,1950,1,CLE,AL,1,2,0,0,0,0,0,0,0,0,1,1,,0,0,,0
aberal01,1953,1,CLE,AL,6,0,0,0,0,0,0,0,0,0,2,0,,0,0,,0
aberal01,1953,2,DET,AL,17,23,2,3,0,0,0,2,0,0,1,6,,0,1,,0
aberal01,1954,1,DET,AL,32,39,3,5,0,0,0,3,0,0,2,17,,0,3,1,1
aberal01,1955,1,DET,AL,39,17,0,1,0,0,0,0,0,0,0,9,0,0,2,0,1
aberal01,1956,1,DET,AL,42,10,0,3,0,0,0,0,0,0,1,4,0,0,2,0,0
aberal01,1957,1,DET,AL,28,8,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0
aberal01,1957,2,KC1,AL,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
abercda01,1871,1,TRO,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
abercre01,2006,1,FLO,NL,111,255,39,54,12,2,5,24,6,5,18,78,2,3,4,1,2
abercre01,2007,1,FLO,NL,35,76,16,15,3,0,2,5,7,1,2,22,0,2,0,0,1
abercre01,2008,1,HOU,NL,34,55,10,17,5,0,2,5,5,2,1,23,0,2,1,1,0
abernbi01,1952,1,CLE,AL,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0
abernbr01,2001,1,TBA,AL,79,304,43,82,17,1,5,33,8,3,27,35,1,0,3,1,3
abernbr01,2002,1,TBA,AL,117,463,46,112,18,4,2,40,10,4,25,46,0,6,8,2,8
abernbr01,2003,1,TBA,AL,2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
abernbr01,2003,2,KCA,AL,10,27,2,2,0,0,0,0,0,0,1,3,0,0,2,0,2
abernbr01,2005,1,MIN,AL,24,67,5,16,1,0,1,6,2,0,7,9,0,1,3,1,2
abernte01,1942,1,PHA,AL,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0
abernte01,1943,1,PHA,AL,5,4,0,1,0,0,0,0,0,0,0,2,,0,0,,0
abernte01,1944,1,PHA,AL,1,1,0,0,0,0,0,0,0,0,0,1,,0,0,,0
abernte02,1955,1,WS1,AL,40,26,1,4,0,0,0,0,0,0,0,6,0,0,4,0,1
abernte02,1956,1,WS1,AL,5,11,1,2,0,0,0,1,0,0,0,5,0,0,0,0,0
abernte02,1957,1,WS1,AL,26,24,3,4,1,0,0,1,0,0,1,5,0,1,2,0,2
abernte02,1960,1,WS1,AL,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
abernte02,1963,1,CLE,AL,43,5,1,2,1,0,0,0,0,0,1,2,0,0,1,0,0
abernte02,1964,1,CLE,AL,53,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
abernte02,1965,1,CHN,NL,84,18,1,3,0,0,0,2,0,0,0,7,0,1,3,0,0
abernte02,1966,1,CHN,NL,20,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
abernte02,1966,2,ATL,NL,38,8,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0
abernte02,1967,1,CIN,NL,70,17,0,1,0,0,0,2,0,0,0,10,0,0,0,0,1
abernte02,1968,1,CIN,NL,78,17,2,0,0,0,0,0,0,0,3,12,0,0,0,0,0
abernte02,1969,1,CHN,NL,56,8,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0
abernte02,1970,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abernte02,1970,2,SLN,NL,11,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
abernte02,1970,3,KCA,AL,36,14,1,3,0,0,0,2,0,0,0,5,0,0,3,0,0
abernte02,1971,1,KCA,AL,63,13,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0
abernte02,1972,1,KCA,AL,45,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
abernwo01,1946,1,NY1,NL,15,8,0,0,0,0,0,0,0,0,0,4,,0,0,,0
abernwo01,1947,1,NY1,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aberscl01,1947,1,CHN,NL,47,140,24,39,6,3,4,20,0,0,20,32,,0,0,,5
aberscl01,1948,1,CHN,NL,12,32,1,6,1,0,1,6,0,0,5,10,,0,0,,0
aberscl01,1949,1,CHN,NL,4,7,0,0,0,0,0,0,0,0,0,2,,0,0,,1
ablesha01,1905,1,SLA,AL,6,10,0,0,0,0,0,0,0,0,0,0,,0,0,,
ablesha01,1909,1,CLE,AL,5,12,0,0,0,0,0,0,1,0,0,0,,0,0,,
ablesha01,1911,1,NYA,AL,3,4,0,0,0,0,0,0,0,0,0,0,,0,0,,
abnersh01,1987,1,SDN,NL,16,47,5,13,3,1,2,7,1,0,2,8,0,0,0,0,0
abnersh01,1988,1,SDN,NL,37,83,6,15,3,0,2,5,0,1,4,19,1,1,0,1,1
abnersh01,1989,1,SDN,NL,57,102,13,18,4,0,2,14,1,0,5,20,2,0,0,1,1
abnersh01,1990,1,SDN,NL,91,184,17,45,9,0,1,15,2,3,9,28,1,2,2,1,3
abnersh01,1991,1,SDN,NL,53,115,15,19,4,1,1,5,0,0,7,25,4,1,1,1,3
abnersh01,1991,2,CAL,AL,41,101,12,23,6,1,2,9,1,2,4,18,0,0,0,0,3
abnersh01,1992,1,CHA,AL,97,208,21,58,10,1,1,16,1,2,12,35,2,3,2,3,3
abramca01,1949,1,BRO,NL,8,24,6,2,1,0,0,0,1,0,7,6,,0,0,,1
abramca01,1950,1,BRO,NL,38,44,5,9,1,0,0,4,0,0,9,13,,0,1,,0
abramca01,1951,1,BRO,NL,67,150,27,42,8,0,3,19,3,2,36,26,,0,0,,5
abramca01,1952,1,BRO,NL,10,10,1,2,0,0,0,0,0,0,2,4,,0,0,,0
abramca01,1952,2,CIN,NL,71,158,23,44,9,2,2,13,1,0,19,25,,0,0,,1
abramca01,1953,1,PIT,NL,119,448,66,128,10,6,15,43,4,4,58,70,,0,6,,2
abramca01,1954,1,PIT,NL,17,42,6,6,1,1,0,2,0,0,10,9,,0,0,0,2
abramca01,1954,2,BAL,AL,115,423,67,124,22,7,6,25,1,4,72,67,,4,6,1,5
abramca01,1955,1,BAL,AL,118,309,56,75,12,3,6,32,2,8,89,69,2,3,3,3,6
abramca01,1956,1,CHA,AL,4,3,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
abramge01,1923,1,CIN,NL,3,1,0,1,0,0,0,0,0,0,0,0,,0,0,,
abregjo01,1985,1,CHN,NL,6,9,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
abreubo01,1996,1,HOU,NL,15,22,1,5,1,0,0,1,0,0,2,3,0,0,0,0,1
abreubo01,1997,1,HOU,NL,59,188,22,47,10,2,3,26,7,2,21,48,0,1,0,0,0
abreubo01,1998,1,PHI,NL,151,497,68,155,29,6,17,74,19,10,84,133,14,0,4,4,6
abreubo01,1999,1,PHI,NL,152,546,118,183,35,11,20,93,27,9,109,113,8,3,0,4,13
abreubo01,2000,1,PHI,NL,154,576,103,182,42,10,25,79,28,8,100,116,9,1,0,3,12
abreubo01,2001,1,PHI,NL,162,588,118,170,48,4,31,110,36,14,106,137,11,1,0,9,13
abreubo01,2002,1,PHI,NL,157,572,102,176,50,6,20,85,31,12,104,117,9,3,0,6,11
abreubo01,2003,1,PHI,NL,158,577,99,173,35,1,20,101,22,9,109,126,13,2,0,7,13
abreubo01,2004,1,PHI,NL,159,574,118,173,47,1,30,105,40,5,127,116,10,5,0,7,5
abreubo01,2005,1,PHI,NL,162,588,104,168,37,1,24,102,31,9,117,134,15,6,0,8,7
abreubo01,2006,1,PHI,NL,98,339,61,94,25,2,8,65,20,4,91,86,5,2,0,6,8
abreubo01,2006,2,NYA,AL,58,209,37,69,16,0,7,42,10,2,33,52,1,1,2,3,5
abreubo01,2007,1,NYA,AL,158,605,123,171,40,5,16,101,25,8,84,115,0,3,0,7,11
abreubo01,2008,1,NYA,AL,156,609,100,180,39,4,20,100,22,11,73,109,2,1,0,1,14
abreubo01,2009,1,LAA,AL,152,563,96,165,29,3,15,103,30,8,94,113,7,1,0,9,15
abreubo01,2010,1,LAA,AL,154,573,88,146,41,1,20,78,24,10,87,132,3,2,0,5,13
abreubo01,2011,1,LAA,AL,142,502,54,127,30,1,8,60,21,5,78,113,5,1,1,3,8
abreubo01,2012,1,LAA,AL,8,24,1,5,3,0,0,5,0,0,2,5,0,0,0,1,1
abreubo01,2012,2,LAN,NL,92,195,28,48,8,1,3,19,6,2,35,51,3,0,0,0,6
abreubo01,2014,1,NYN,NL,78,133,12,33,9,0,1,14,1,0,20,21,0,0,0,2,3
abreujo01,1942,1,CIN,NL,9,28,4,6,1,0,1,3,0,0,4,4,,0,0,,1
abreujo02,2014,1,CHA,AL,145,556,80,176,35,2,36,107,3,1,51,131,15,11,0,4,14
abreujo02,2015,1,CHA,AL,154,613,88,178,34,3,30,101,0,0,39,140,11,15,0,1,16
abreujo02,2016,1,CHA,AL,159,624,67,183,32,1,25,100,0,2,47,125,7,15,0,9,21
abreuju01,2011,1,HOU,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abreuto01,2007,1,LAN,NL,59,166,19,45,14,1,2,17,0,0,7,21,1,3,0,2,5
abreuto01,2009,1,LAN,NL,6,8,0,2,0,0,0,1,0,1,3,2,0,0,0,0,0
abreuto01,2010,1,ARI,NL,81,193,16,45,11,1,1,13,2,1,4,47,0,0,0,4,8
abreuto01,2012,1,KCA,AL,22,70,5,18,2,1,1,15,0,0,2,13,0,1,0,1,1
abreuto01,2013,1,SFN,NL,53,138,21,37,12,3,2,14,0,2,6,33,1,1,1,1,5
abreuto01,2014,1,SFN,NL,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abreuwi01,2006,1,BAL,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abreuwi01,2007,1,WAS,NL,26,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abreuwi01,2009,1,TBA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abreuwi01,2009,2,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abstebi01,1906,1,PIT,NL,8,20,2,4,0,0,0,3,2,0,0,0,,0,1,,
abstebi01,1909,1,PIT,NL,137,512,51,133,20,10,1,70,16,0,27,0,,4,27,,
abstebi01,1910,1,SLA,AL,25,87,1,13,2,0,0,3,3,0,2,0,,0,1,,
accarje01,2005,1,SFN,NL,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2006,1,SFN,NL,38,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
accarje01,2006,2,TOR,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2007,1,TOR,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2008,1,TOR,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2009,1,TOR,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2010,1,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2011,1,BAL,AL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2012,1,CLE,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2012,2,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2008,1,NYA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2009,1,NYA,AL,43,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aceveal01,2010,1,NYA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2011,1,BOS,AL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2012,1,BOS,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2013,1,BOS,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2014,1,NYA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acevejo01,2001,1,CIN,NL,18,34,1,4,1,0,0,1,0,0,0,18,0,0,2,0,0
acevejo01,2002,1,CIN,NL,6,7,1,1,1,0,0,2,0,0,1,6,0,0,2,0,0
acevejo01,2003,1,CIN,NL,5,9,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1
acevejo01,2004,1,CIN,NL,39,43,0,2,0,0,0,1,0,0,3,26,0,0,5,1,1
acevejo01,2005,1,COL,NL,36,8,0,1,0,0,0,0,0,0,1,6,0,1,1,0,0
